Chr01	71207661	7	60	61
Chr02	70526442	72394470	60	61
Chr03	70008959	144096360	60	61
Chr04	63825117	215272142	60	61
Chr05	60515791	280161018	60	61
Chr06	60470491	341685413	60	61
Chr07	60131850	403163753	60	61
Chr08	59159975	464297808	60	61
Chr09	59048865	524443790	60	61
Chr10	57694990	584476810	60	61
Chr11	55667019	643133391	60	61
Chr12	55421409	699728201	60	61
Chr13	53715534	756073308	60	61
Chr14	51195571	810684108	60	61
Chr15	50306644	862732946	60	61
Chr16	49425589	913878042	60	61
Chr17	48439288	964127398	60	61
Chr18	45155394	1013374015	60	61
Chr19	44651061	1059282006	60	61
Chr20	36149121	1104677259	60	61
contig1001_2	24999	1141428880	60	61
contig1002_2	24999	1141454310	60	61
contig1034	379804	1141479738	60	61
contig1037_2	24999	1141865887	60	61
contig103_2	24999	1141891316	60	61
contig1050_2	24999	1141916746	60	61
contig1056_2	24999	1141942176	60	61
contig105_2	24999	1141967605	60	61
contig105_4	24999	1141993034	60	61
contig1064_2	24999	1142018464	60	61
contig1076_2	24999	1142043894	60	61
contig1082_2	24999	1142069324	60	61
contig108_2	24999	1142094753	60	61
contig108_4	24999	1142120182	60	61
contig1090_2	49999	1142145612	60	61
contig1106_2	24999	1142196459	60	61
contig1109	363028	1142221887	60	61
contig110_2	24999	1142590979	60	61
contig1115	361339	1142616407	60	61
contig1119_2	24999	1142983783	60	61
contig1135_2	24999	1143009213	60	61
contig1138_2	24999	1143034643	60	61
contig1170_2	24999	1143060073	60	61
contig1173_2	24999	1143085503	60	61
contig1186	342245	1143110931	60	61
contig1191_2	24999	1143458895	60	61
contig1207_2	24999	1143484325	60	61
contig120_2	24999	1143509754	60	61
contig120_4	24999	1143535183	60	61
contig121_2	24999	1143560612	60	61
contig122_2	24999	1143586041	60	61
contig1254_2	24999	1143611471	60	61
contig1272_2	24999	1143636901	60	61
contig1279	324282	1143662329	60	61
contig127_2	24999	1143992029	60	61
contig1284_2	24999	1144017459	60	61
contig1288	321962	1144042887	60	61
contig1296_2	24999	1144370230	60	61
contig1314_2	24999	1144395660	60	61
contig132_2	24999	1144421089	60	61
contig1345	310622	1144446517	60	61
contig1371_2	24999	1144762331	60	61
contig1375_2	24999	1144787761	60	61
contig138_2	24999	1144813190	60	61
contig13_2	24999	1144838618	60	61
contig1403_2	24999	1144864048	60	61
contig1425	289301	1144889476	60	61
contig142_2	24999	1145183612	60	61
contig1439_2	24999	1145209042	60	61
contig143_2	24999	1145234471	60	61
contig1452_2	24999	1145259901	60	61
contig1455_2	24999	1145285331	60	61
contig1464	281284	1145310759	60	61
contig147_2	24999	1145596745	60	61
contig1488_1	81239	1145622175	60	61
contig1488_2	24999	1145704782	60	61
contig1498	275463	1145730210	60	61
contig14_2	24999	1146010277	60	61
contig153_2	24999	1146035706	60	61
contig153_4	24999	1146061135	60	61
contig1541	266386	1146086563	60	61
contig1553_2	24999	1146357403	60	61
contig1556	264051	1146382831	60	61
contig1567	261589	1146651295	60	61
contig1574_2	24999	1146917258	60	61
contig1577	260119	1146942686	60	61
contig1583	259256	1147207153	60	61
contig1599_2	24999	1147470744	60	61
contig1599_3	96396	1147496174	60	61
contig159_2	24999	1147594190	60	61
contig159_4	24999	1147619619	60	61
contig15_2	24999	1147645047	60	61
contig15_4	24999	1147670475	60	61
contig1630_2	24999	1147695905	60	61
contig1645	247907	1147721333	60	61
contig1654_2	24999	1147973386	60	61
contig1663_2	24999	1147998816	60	61
contig167_2	49999	1148024245	60	61
contig1682_2	24999	1148075092	60	61
contig168_2	24999	1148100521	60	61
contig1699_2	24999	1148125951	60	61
contig170_2	24999	1148151380	60	61
contig1714_2	24999	1148176810	60	61
contig172_2	24999	1148202239	60	61
contig1745_2	24999	1148227669	60	61
contig1748	230287	1148253097	60	61
contig174_2	24999	1148487236	60	61
contig1766_2	24999	1148512666	60	61
contig177_2	24999	1148538095	60	61
contig177_4	24999	1148563524	60	61
contig1784_2	24999	1148588954	60	61
contig1800_2	24999	1148614384	60	61
contig1814	218681	1148639812	60	61
contig1830_2	24999	1148862152	60	61
contig1849	210030	1148887580	60	61
contig1864_2	24999	1149101125	60	61
contig1876_2	24999	1149126555	60	61
contig1883	205641	1149151983	60	61
contig188_2	24999	1149361065	60	61
contig190_2	24999	1149386494	60	61
contig1911	200834	1149411922	60	61
